source_line,section,spec_text,section_status,evidence
1802,37,/api/v1/storage/connections/{id}/sync,Scoped REST API implemented,config/urls.py; common/views.py
1803,37,/api/v1/storage/drive/uploads,Scoped REST API implemented,config/urls.py; common/views.py
1804,37,/api/v1/storage/objects,Scoped REST API implemented,config/urls.py; common/views.py
1806,37,/api/v1/deployments,Scoped REST API implemented,config/urls.py; common/views.py
1807,37,/api/v1/performance,Scoped REST API implemented,config/urls.py; common/views.py
1808,37,/api/v1/experiments,Scoped REST API implemented,config/urls.py; common/views.py
1809,37,/api/v1/automations,Scoped REST API implemented,config/urls.py; common/views.py
1810,37,/api/v1/context,Scoped REST API implemented,config/urls.py; common/views.py
1811,37,/api/v1/notifications,Scoped REST API implemented,config/urls.py; common/views.py
1812,37,/api/v1/audit,Scoped REST API implemented,config/urls.py; common/views.py
1813,37,```,Scoped REST API implemented,config/urls.py; common/views.py
1815,37,Use pagination consistently.,Scoped REST API implemented,config/urls.py; common/views.py
1817,37,Return structured validation errors.,Scoped REST API implemented,config/urls.py; common/views.py
1819,37,Use correlation/request IDs.,Scoped REST API implemented,config/urls.py; common/views.py
1821,37,Avoid endpoints that expose unscoped global data.,Scoped REST API implemented,config/urls.py; common/views.py
1823,37,---,Scoped REST API implemented,config/urls.py; common/views.py
1825,38,# 38. DATA MODEL INVARIANTS,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1827,38,Codex must encode and test important invariants.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1829,38,At minimum:,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1831,38,1. A workspace member cannot access another workspace’s records.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1832,38,2. Brand-restricted members only see allowed brands.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1833,38,3. CreativeVersion number is unique per creative.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1834,38,4. Approved/published versions are never silently overwritten.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1835,38,5. Publishing requires an approved eligible version.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1836,38,6. Publishing requires a resolvable active master asset.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1837,38,7. External provider success requires confirmed provider response.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1838,38,"8. Drive object identity uses connection + external file ID, not filename.",Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1839,38,"9. Folder relationships use Drive folder IDs, not only path strings.",Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1840,38,10. Performance snapshots are time-stamped and historical.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1841,38,11. Outcome changes append history.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1842,38,12. Experiment arms cannot reference inaccessible creatives.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1843,38,13. Source material usage is traceable.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1844,38,14. All permission changes are audited.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1845,38,15. OAuth credentials never appear in normal API serializers.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1846,38,16. Background jobs are idempotent.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1847,38,17. A retry cannot create duplicate external publications if the provider supports idempotent resolution.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1848,38,18. Hard deletion of business history is restricted.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1849,38,19. Every workflow transition validates the current state.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1850,38,20. Test providers never load in production provider registry.,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1852,38,---,Important invariant tests; not exhaustive,backend/tests; FINAL_QA_REPORT.md
1854,39,# 39. LEGACY IMPORT / MIGRATION,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1856,39,Add an optional migration tool so data from the old PHP CreativeManager can be brought into the new system.,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1858,39,Preferred management command:,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1860,39,```bash,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1861,39,python manage.py import_legacy_creativemanager --database /path/to/old.sqlite --dry-run,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1862,39,```,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1864,39,and then:,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1866,39,```bash,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1867,39,python manage.py import_legacy_creativemanager --database /path/to/old.sqlite,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1868,39,```,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1870,39,Requirements:,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1872,39,- dry run;,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1873,39,- validation report;,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1874,39,- counts per table/entity;,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1875,39,- orphan report;,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1876,39,- duplicate report;,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1877,39,- transaction per safe batch;,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1878,39,- resumable/checkpointed import where practical;,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1879,39,- mapping table from legacy IDs to new UUIDs;,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1880,39,- never modify source DB;,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1881,39,- import audit record.,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1883,39,Map legacy `in_review` safely rather than creating an invalid new status; determine context and map to `submitted` / request `ready_for_review`.,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1885,39,Import Drive IDs/tokens only if they can be transferred securely and semantically; otherwise require reconnection and preserve non-secret external IDs.,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1887,39,Do not import corrupted records silently.,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1889,39,Create a final migration report.,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1891,39,---,Conservative partial importer tested,common/legacy.py; LEGACY_IMPORT.md
1893,40,# 40. SEED / DEMO DATA,Demo command tested; no live connections,seed_demo.py
1895,40,Provide:,Demo command tested; no live connections,seed_demo.py
1897,40,```bash,Demo command tested; no live connections,seed_demo.py
1898,40,python manage.py seed_demo,Demo command tested; no live connections,seed_demo.py
1899,40,```,Demo command tested; no live connections,seed_demo.py
1901,40,Create:,Demo command tested; no live connections,seed_demo.py
1903,40,- demo workspace,Demo command tested; no live connections,seed_demo.py
1904,40,- demo brand,Demo command tested; no live connections,seed_demo.py
1905,40,- products,Demo command tested; no live connections,seed_demo.py
1906,40,- campaign,Demo command tested; no live connections,seed_demo.py
1907,40,- users for each role,Demo command tested; no live connections,seed_demo.py
1908,40,- example request with multiple deliverables,Demo command tested; no live connections,seed_demo.py
1909,40,- creatives and versions,Demo command tested; no live connections,seed_demo.py
1910,40,- comments/feedback,Demo command tested; no live connections,seed_demo.py
1911,40,- one experiment,Demo command tested; no live connections,seed_demo.py
1912,40,- sample performance snapshots,Demo command tested; no live connections,seed_demo.py
1914,40,Use clearly fake local demo data only.,Demo command tested; no live connections,seed_demo.py
1916,40,Never create fake live provider connections.,Demo command tested; no live connections,seed_demo.py
1918,40,Document demo credentials and force password change if used beyond local demo.,Demo command tested; no live connections,seed_demo.py
1920,40,---,Demo command tested; no live connections,seed_demo.py
1922,41,# 41. TESTING REQUIREMENTS,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1924,41,## Backend,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1926,41,Use pytest.,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1928,41,Required test categories:,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1930,41,- models/constraints,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1931,41,- permissions,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1932,41,- workspace scoping,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1933,41,- brand restrictions,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1934,41,- workflow state machine,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1935,41,- request lifecycle,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1936,41,- creative version lifecycle,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1937,41,- review/approval,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1938,41,- file identity,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1939,41,- Drive mapping,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1940,41,- Drive OAuth state handling,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1941,41,- Drive upload retries,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1942,41,- YouTube resumable state,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1943,41,- provider registry,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1944,41,- publishing safety,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1945,41,- performance normalization,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1946,41,- fatigue signals,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1947,41,- experiment lifecycle,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1948,41,- automation idempotency,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1949,41,- notifications,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1950,41,- legacy importer,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1951,41,- API validation,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1953,41,## Frontend,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1955,41,Use:,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1956,41,- Vitest,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1957,41,- React Testing Library,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1959,41,Test:,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1960,41,- role-dependent rendering,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1961,41,- forms,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1962,41,- workflow actions,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1963,41,- RTL,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1964,41,- query errors,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1965,41,- optimistic updates only where safe,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1966,41,- accessibility basics,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1968,41,## End-to-end Playwright,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1970,41,Must cover at least:,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1972,41,### Journey A — Requester to approved creative,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1973,41,1. Login as requester,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1974,41,2. Create request with 2 deliverables,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1975,41,3. Manager assigns editor,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1976,41,4. Editor starts work,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1977,41,5. Editor creates/submits version,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1978,41,6. Reviewer requests changes,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1979,41,7. Editor creates v2,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1980,41,8. Reviewer/manager approves,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1981,41,9. verify audit/activity/notifications,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1983,41,### Journey B — Drive,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1984,41,1. Admin creates a mock/dev Drive connection or test fixture,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1985,41,2. Upload/attach asset,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1986,41,3. verify storage identity,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1987,41,4. rename/move simulation,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1988,41,5. verify relationship survives ID-based sync,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1990,41,### Journey C — Media Buyer,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1991,41,1. Approved creative,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1992,41,2. create deployment,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1993,41,3. ingest performance,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1994,41,4. compare snapshots,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1995,41,5. create outcome/refresh,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1997,41,### Journey D — Experiment,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1998,41,1. create parent/variant,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
1999,41,2. create experiment,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2000,41,3. bind arms,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2001,41,4. complete experiment,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2002,41,5. record learning,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2004,41,### Journey E — Permissions,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2005,41,Attempt cross-workspace and restricted-brand reads/writes and prove rejection.,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2007,41,## Quality gates,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2009,41,Before completion:,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2011,41,- backend test suite passes,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2012,41,- frontend tests pass,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2013,41,- TypeScript typecheck passes,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2014,41,- frontend production build passes,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2015,41,- lint passes,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2016,41,- Django system check passes,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2017,41,- migrations make/check clean,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2018,41,- Playwright critical paths pass,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2019,41,- no production code depends on mock providers,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2020,41,- no high-severity known dependency vulnerability left unexplained,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2022,41,Aim for high meaningful coverage on domain/workflow services; do not game coverage with meaningless tests.,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2024,41,---,Executed gates recorded; full acceptance incomplete,FINAL_QA_REPORT.md
2026,42,# 42. OBSERVABILITY AND ERROR HANDLING,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2028,42,Add:,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2030,42,- structured application logs,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2031,42,- request/correlation ID,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2032,42,- worker/job logs,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2033,42,- provider name and operation in errors without secrets,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2034,42,- health endpoint,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2035,42,- readiness endpoint,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2036,42,- last integration sync status,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2037,42,- job failure visibility in admin/operations,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2039,42,Health endpoint must not expose secrets.,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2041,42,Operations page should surface:,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2042,42,- failed background jobs,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2043,42,- stale jobs,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2044,42,- failed uploads,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2045,42,- failed publishing,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2046,42,- disconnected providers,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2047,42,- old performance sync,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2048,42,- Drive sync errors,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2050,42,---,Health/logs/job records implemented; aggregates partial,middleware.py; jobs.py; operations UI
2052,43,# 43. DJANGO ADMIN,Read-only operations admin; safe user deactivation,common/admin.py; accounts/admin.py
2054,43,"Use Django Admin as an emergency/operations interface, not as the main product UI.",Read-only operations admin; safe user deactivation,common/admin.py; accounts/admin.py
2056,43,Register important models.,Read-only operations admin; safe user deactivation,common/admin.py; accounts/admin.py
2058,43,Admin permissions must remain safe.,Read-only operations admin; safe user deactivation,common/admin.py; accounts/admin.py
2060,43,Sensitive token fields must be hidden/redacted.,Read-only operations admin; safe user deactivation,common/admin.py; accounts/admin.py
2062,43,Useful admin features:,Read-only operations admin; safe user deactivation,common/admin.py; accounts/admin.py
2063,43,- search,Read-only operations admin; safe user deactivation,common/admin.py; accounts/admin.py
2064,43,- filters,Read-only operations admin; safe user deactivation,common/admin.py; accounts/admin.py
2065,43,- readonly IDs/external identity,Read-only operations admin; safe user deactivation,common/admin.py; accounts/admin.py
2066,43,- audit visibility,Read-only operations admin; safe user deactivation,common/admin.py; accounts/admin.py
2067,43,- retry job action only if safe,Read-only operations admin; safe user deactivation,common/admin.py; accounts/admin.py
2068,43,- deactivate user,Read-only operations admin; safe user deactivation,common/admin.py; accounts/admin.py
2070,43,---,Read-only operations admin; safe user deactivation,common/admin.py; accounts/admin.py
2072,44,# 44. DEPLOYMENT,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2074,44,Provide both simple native deployment and Docker deployment.,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2076,44,## Docker production shape,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2078,44,Recommended:,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2080,44,```text,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2081,44,nginx,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2082,44,  ├─ serves React build,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2083,44,  └─ proxies /api and /admin to Django,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2085,44,django web,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2086,44,django worker,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2087,44,persistent local SQLite volume,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2088,44,```,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2090,44,"If the same image is used for web and worker, use different commands.",Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2092,44,Do not put SQLite on distributed/network storage.,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2094,44,## Django server,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2096,44,Use a production WSGI/ASGI server appropriate to the implemented features.,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2098,44,Do not use Django `runserver` in production.,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2100,44,## Static frontend,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2102,44,Build React once:,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2104,44,```bash,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2105,44,npm run build,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2106,44,```,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2108,44,Serve static assets via Nginx or another production web server.,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2110,44,## Environment,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2112,44,Provide `.env.example` with explanations.,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2114,44,At minimum:,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2116,44,```env,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2117,44,DJANGO_SECRET_KEY=,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2118,44,APP_ENCRYPTION_KEY=,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2119,44,DJANGO_DEBUG=false,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2120,44,DJANGO_ALLOWED_HOSTS=,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2121,44,DJANGO_CSRF_TRUSTED_ORIGINS=,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2122,44,DATABASE_PATH=/data/creative_manager.sqlite3,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2124,44,GOOGLE_CLIENT_ID=,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2125,44,GOOGLE_CLIENT_SECRET=,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2126,44,GOOGLE_REDIRECT_URI=,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2128,44,META_APP_ID=,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2129,44,META_APP_SECRET=,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2130,44,META_REDIRECT_URI=,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2132,44,TIKTOK_CLIENT_ID=,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2133,44,TIKTOK_CLIENT_SECRET=,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2135,44,GOOGLE_ADS_...,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2137,44,YOUTUBE_...,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2139,44,MAX_UPLOAD_BYTES=,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2140,44,```,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2142,44,Only include variables actually used.,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2144,44,Never commit real secrets.,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2146,44,---,Native build verified; Docker runtime blocked by host I/O,DEPLOYMENT.md; docker-compose.yml
2148,45,# 45. GOOGLE CLOUD SETUP DOCUMENTATION,Delivered,GOOGLE_SETUP.md
2150,45,Create `docs/GOOGLE_SETUP.md`.,Delivered,GOOGLE_SETUP.md
2152,45,Explain step-by-step:,Delivered,GOOGLE_SETUP.md
2154,45,1. create/select Google Cloud project;,Delivered,GOOGLE_SETUP.md
2155,45,2. enable Drive API;,Delivered,GOOGLE_SETUP.md
2156,45,3. enable YouTube Data API if YouTube upload is used;,Delivered,GOOGLE_SETUP.md
2157,45,4. configure OAuth consent screen;,Delivered,GOOGLE_SETUP.md
2158,45,5. create Web OAuth client;,Delivered,GOOGLE_SETUP.md
2159,45,6. configure authorized redirect URI;,Delivered,GOOGLE_SETUP.md
2160,45,7. choose scopes;,Delivered,GOOGLE_SETUP.md
2161,45,8. connect inside CreativeManager;,Delivered,GOOGLE_SETUP.md
2162,45,9. select/create application Drive root;,Delivered,GOOGLE_SETUP.md
2163,45,10. Shared Drive recommendation;,Delivered,GOOGLE_SETUP.md
2164,45,11. token revocation/reconnection;,Delivered,GOOGLE_SETUP.md
2165,45,12. common errors.,Delivered,GOOGLE_SETUP.md
2167,45,Use current official Google documentation while implementing.,Delivered,GOOGLE_SETUP.md
2169,45,---,Delivered,GOOGLE_SETUP.md
2171,46,# 46. WINDOWS LOCAL DEVELOPMENT DOCUMENTATION,Delivered,WINDOWS_LOCAL_SETUP.md
2173,46,Create `docs/WINDOWS_LOCAL_SETUP.md`.,Delivered,WINDOWS_LOCAL_SETUP.md
2175,46,Assume a Windows user using Command Prompt or PowerShell.,Delivered,WINDOWS_LOCAL_SETUP.md
2177,46,Include exact commands for:,Delivered,WINDOWS_LOCAL_SETUP.md
2179,46,- install Python 3.13,Delivered,WINDOWS_LOCAL_SETUP.md
2180,46,- create venv,Delivered,WINDOWS_LOCAL_SETUP.md
2181,46,- activate venv,Delivered,WINDOWS_LOCAL_SETUP.md
2182,46,- install backend dependencies,Delivered,WINDOWS_LOCAL_SETUP.md
2183,46,- create `.env`,Delivered,WINDOWS_LOCAL_SETUP.md
2184,46,- migrate,Delivered,WINDOWS_LOCAL_SETUP.md
2185,46,- create superuser,Delivered,WINDOWS_LOCAL_SETUP.md
2186,46,- seed demo,Delivered,WINDOWS_LOCAL_SETUP.md
2187,46,- run Django,Delivered,WINDOWS_LOCAL_SETUP.md
2188,46,- install Node,Delivered,WINDOWS_LOCAL_SETUP.md
2189,46,- install frontend dependencies,Delivered,WINDOWS_LOCAL_SETUP.md
2190,46,- start Vite,Delivered,WINDOWS_LOCAL_SETUP.md
2191,46,- run tests,Delivered,WINDOWS_LOCAL_SETUP.md
2193,46,Example shape:,Delivered,WINDOWS_LOCAL_SETUP.md
